pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,pKd
4cfw,5.2857563219,-12.6117517533,0.008559828299999999,6.0,29.0,6.0,12.0,-0.0094400163,-2.7124753596,6.0,-49.595740523900005,48.6807,10.9269,34.8614,9.6646,186.6464,92.1275,360.6467,96.1244,0.0,839.6786,6.292429823902062
3h0v,4.4874698153,-21.606048185,-0.21355561350000002,4.5,21.0,4.5,0.0,-0.0711778696,-3.1329778417000003,4.0,-84.3608927049,8.2232,15.3047,124.5904,14.2872,79.0292,158.9348,72.773,234.8318,0.0,707.9743,4.823908740944318
4oc4,7.5700128846000005,-40.9517149068,-1.2738667528,12.0,33.0,10.0,13.0,-0.26699036,-9.6274890091,12.0,-133.459950475,70.7964,84.1259,16.303,77.8921,146.8284,283.5443,80.7197,207.8833,32.8184,1000.9115,6.978810700930063
5ijp,3.2700304482,-33.5627346891,-0.3982924049,12.0,36.0,12.0,0.0,-0.0780800105,-6.8710335891,4.0,-81.4460474543,97.4804,220.9456,6.2982,10.895,23.7567,2.9099,44.9599,64.0831,0.0,471.3288,7.154901959985742
3hqh,3.6676187027,-22.992182917199997,-0.8692663339,28.5,57.0,22.5,7.0,-0.1946902507,-13.4938541622,18.0,-144.837656648,61.621,68.2652,74.1423,58.745,440.5621,97.5219,209.132,144.5963,0.0,1154.5858,4.196542884351587
3tsd,4.830882498399999,-37.0808827996,-1.2269600673,5.0,24.0,5.0,0.0,-0.2722054739,-6.4201939606,6.0,-107.19841925600001,0.7319,112.1015,82.315,30.3628,98.8058,64.2858,27.1862,150.7219,0.0,566.5109,3.6615435063953954
4mg9,3.4447697709,0.0303811558,-0.17310364,5.5,14.0,5.5,8.0,-0.0495472495,-2.0462170530000003,10.0,-14.4641367389,4.7399,7.6583,27.2516,0.8313,44.9963,168.8916,265.2007,89.3498,0.0,608.9195,5.675717544702308
3rti,4.3694512743,-30.181793218000003,-0.5686161178,5.5,23.0,5.5,0.0,-0.103128694,-5.4729136303,6.0,-82.4058851334,30.9051,17.976,85.4185,27.0412,78.0754,142.2514,29.9391,65.6317,0.0,477.2384,7.366531544420414
4xuc,5.1561633087,-6.997560614099999,-0.36631957579999996,3.0,20.0,3.0,12.0,-0.0857156414,-6.922553926699999,4.0,-47.1935681088,9.2677,5.3247,52.7489,8.2714,88.176,218.3856,92.0232,83.8882,0.0,558.0857,5.9586073148417755
1bil,6.7777630007,-17.713446094600002,-0.5770805924,17.5,45.0,15.5,21.0,-0.1384168979,-6.918571076,12.0,-111.99275928200001,0.0,24.8414,155.9089,18.4247,171.2692,242.3155,487.5673,187.6762,0.0,1288.0032,9.30102999566398
5es1,7.412444562799999,-18.4104743067,-0.0456817572,5.5,32.0,5.5,14.0,-0.0048336991,-3.3687141927999997,6.0,-51.993174593599996,9.3289,36.4122,1.3834,38.546,106.4921,133.5199,231.5275,105.0051,125.6341,787.8492,8.337242168318426
3k3g,1.9574134187,-8.007026226599999,-0.16469050970000002,0.0,6.0,0.0,0.0,-0.037114594,-1.7025769880000001,0.0,-25.1702594675,0.0,7.404,0.0,33.7578,44.0877,51.7053,19.6518,152.4303,0.0,309.0369,2.853871964321762
1g9c,3.6726504441000003,-32.783313545300004,-0.9283709581,6.0,25.0,6.0,9.0,-0.1846267679,-8.8222050079,6.0,-129.99972607,77.9624,8.3852,87.3377,61.3897,89.5198,258.7693,90.4708,54.1638,0.0,727.9987,5.301029995663981
4uvx,10.1753546948,-10.229280879600001,-0.0108849916,0.0,19.0,0.0,13.0,-0.010782303,-1.9546408265000002,0.0,-39.1920650619,0.0,78.2784,9.1032,14.7348,64.9055,388.635,78.9876,39.3222,62.7869,736.7536,7.9586073148417755
4qmx,6.4054948210000004,-22.2746096502,0.2362791337,8.0,38.0,8.0,8.0,0.048542368200000005,-0.6650773877,8.0,-72.7764157013,8.1969,2.738,14.6997,12.1475,148.6541,187.1032,199.4922,322.5777,31.930999999999997,927.5403,4.9586073148417755
2mwp,2.046877194,-17.0287405145,-0.1555952337,56.5,104.0,45.5,26.0,-0.0179044909,-1.8766488347999999,28.0,-33.4392516476,27.2223,44.879,62.0614,31.107,39.6748,232.2035,300.2407,207.4661,0.0,944.8548,6.045757490560675
4url,5.8520912858,-21.0744439726,-0.2667556432,14.5,64.0,14.5,23.0,-0.0718453455,-5.8197663815,10.0,-122.73266656,44.7403,17.2751,61.2903,44.1568,177.9044,68.1968,482.6756,185.5184,99.7994,1181.5571,6.301029995663981
1g9t,5.9907869099,-37.959647829,-0.9967468959,5.0,24.0,5.0,0.0,-0.2561053684,-10.4884228966,6.0,-106.945753955,15.931,134.2154,94.056,24.0237,110.1863,85.3541,59.356,85.6546,0.0,608.7771,3.2790142558462607
3r9n,6.515643014299999,-9.9168288094,-0.6729990797,6.0,24.0,6.0,10.0,-0.121979387,-3.7942410814,6.0,-52.302854071599995,15.2693,1.5732,69.4526,11.6362,178.5312,164.5496,275.2862,53.8649,0.0,770.1632,5.853871964321763
1h26,2.7879294759,-26.6705619182,-0.1926804881,45.5,82.0,37.5,24.0,-0.04524899809999999,-3.73199712,26.0,-91.651189178,100.3518,52.4857,21.7057,47.9043,132.3528,176.8528,385.7241,155.5721,0.0,1072.9493,5.5376020021010435
1i3z,4.8930604457,-44.3384949583,-1.5712309337,42.5,85.0,34.5,26.0,-0.3241365659,-17.7717952241,28.0,-228.787406203,90.9106,124.7975,104.34100000000001,130.2675,591.9768,154.8295,603.3944,243.512,0.0,2044.0293,6.8827287043442364
3iu7,4.8619457999,-5.0557852022,-0.3492512635,2.0,15.0,2.0,8.0,-0.0812340175,-2.0526130858,2.0,-63.4014012851,2.4523,44.4385,8.9975,0.0,76.5544,329.5365,22.8962,41.9992,0.0,526.8746,4.795880017344076
5u9i,4.3508646377,11.427092054300001,0.013349518000000001,6.0,15.0,6.0,15.0,0.0021564606,-0.0,6.0,-0.0,0.0,0.0,0.1362,2.5797,2.9339999999999997,89.1024,495.8161,41.3108,0.0,631.8792,7.309803919971486
3wyx,5.2792135911,-10.4147291563,-0.0573369133,7.0,32.0,7.0,13.0,-0.0117871843,-0.73349,8.0,-49.604989832799994,0.0,10.1914,16.0798,4.9712,160.9497,186.1901,385.3245,148.9319,0.0,912.6386,8.366531544420411
5ak6,3.395985351,-4.6480601159,-0.0822315639,3.5,11.0,3.5,3.0,-0.0304104954,-2.5960118174,4.0,-44.989665375600005,0.0,6.7003,39.853,11.9801,67.7192,129.3421,34.9245,88.3913,41.187,420.0975,3.4862498499181767
4l10,8.5903194793,-11.7622969843,0.0106429399,2.0,19.0,2.0,11.0,0.0007041504,-1.2293145702,2.0,-46.174149037,0.2378,8.8341,11.0275,3.7862,78.2214,362.3748,66.6365,98.0146,0.0,629.1329,7.1487416512809245
3pcu,5.1598967728,-1.1813516591,0.0119412172,5.0,26.0,5.0,15.0,-0.000513443,-1.4703760587,6.0,-43.9669529337,0.0,0.0,0.0,0.0,55.5252,121.0855,309.4777,31.8565,0.0,517.9449,5.294136287716081
3gyn,6.4339248934,-7.4658573046,-0.1556685827,7.5,36.0,7.5,15.0,-0.043642655,-3.5890839283999996,6.0,-86.54611344780001,6.8336,14.7363,73.6181,19.3702,254.4006,124.0463,348.3853,199.9724,0.0,1041.3628,7.214670164989233
4j24,2.6033613872,-3.5026788064,-0.1314047335,49.5,107.0,39.5,31.0,-0.0466646338,-5.6972075374,30.0,-77.8615698431,80.683,68.7492,0.0,32.7371,229.1943,96.2711,685.5208,92.1101,0.0,1285.2656,7.301029995663981
4erz,5.009516653,-26.680317335199998,-0.7635997645,37.0,89.0,31.0,21.0,-0.1514803548,-10.132012770700001,26.0,-149.23107104,128.8317,65.0268,75.2921,62.5269,427.3161,225.592,405.593,208.4147,0.0,1598.5933,7.055517327849832
4jfe,7.188268014099999,-48.6607608209,-1.4657477368,31.0,66.0,26.0,20.0,-0.2998287073,-13.3090073473,24.0,-171.778384938,125.6039,124.3137,119.1539,127.9305,307.3854,187.4704,1041.6485,366.6537,0.0,2400.16,4.508638306165727
3s4q,8.0638570318,-13.349129250299999,-0.1474021504,6.0,32.0,6.0,17.0,-0.0356842885,-2.3051170183000003,8.0,-34.8958014198,6.6533,22.8656,8.079,18.7428,117.5105,248.6156,448.2055,117.5987,0.0,988.2710000000001,8.397940008672037
3lj3,5.1571388504,-17.5858921836,-0.24186099260000002,3.0,30.0,3.0,7.0,-0.051344299999999995,-3.3311154954,4.0,-76.6636193053,19.6692,9.2975,73.6344,7.2472,56.7073,243.9558,160.1918,249.9981,0.0,820.7013,9.0268721464003
5km2,4.1496830005000005,-29.9580640982,-0.9740893898,5.5,21.0,5.5,1.0,-0.23231095280000003,-8.6725290385,6.0,-108.833977262,0.0,105.7874,106.6105,25.0233,130.9699,39.1965,84.1391,141.7705,0.0,633.4972,4.407823242604133
3isw,4.8716792122,-45.7847245262,-0.9194223801000001,64.0,143.0,50.0,50.0,-0.181318728,-13.6981091225,36.0,-201.81392025,1.2466,50.222,88.9548,109.1981,361.5662,311.4992,665.8665,345.6303,0.0,1934.1837,4.045757490560675
5ixt,4.4419714306,-47.28945725649999,-1.4577453609,38.0,93.0,31.0,19.0,-0.2840733421,-10.855872047,22.0,-137.23350713899998,107.3442,128.4396,93.5545,96.4246,143.6374,241.7465,271.238,254.2383,0.0,1336.6231,4.6020599913279625
5e1m,5.3121986364,-5.8626315371,0.08152741349999999,20.5,48.0,17.5,14.0,0.0119192125,-6.860038574,12.0,-103.047379299,113.7362,39.9295,13.9222,80.5865,397.2641,156.0172,553.5998,226.4758,0.0,1581.5313,6.723538195826756
4zxx,6.7124457162,-23.8910529075,-0.4087079629,8.0,42.0,7.0,21.0,-0.09940989970000001,-3.7685322569,6.0,-100.578620661,24.1194,19.1937,57.4934,20.4616,153.9291,309.2263,246.4438,141.339,0.0,972.2063,8.096910013008056
4frj,9.2490961879,-14.034186905599999,-0.2430859209,2.5,29.0,2.5,15.0,-0.0799577449,-4.1792499824,2.0,-67.9528387633,14.7762,18.5238,29.1345,16.1779,232.7147,344.0666,95.7554,152.2662,36.5657,939.9810000000001,6.552841968657781
4rfz,10.2693220987,-20.6009835125,-0.0479995856,7.5,46.0,7.5,16.0,-0.0196281924,-4.17649206,6.0,-125.72438889799999,16.4989,8.1023,39.6897,21.4446,230.8256,378.8255,139.8666,300.0277,0.0,1135.2809,7.397940008672037
5c6o,1.5517200997,-5.5143631501999995,0.0680752069,13.0,33.0,12.0,15.0,-0.0013496216,-2.4510008443999998,16.0,-56.30970456439999,11.6868,0.0,15.0084,49.1228,102.5636,310.605,140.9428,350.3018,0.0,980.2312,3.6989700043360183
4mds,6.5144620954,-7.177603069500001,-0.0706644266,9.0,38.0,8.0,15.0,-0.0114204393,-2.6745539266,8.0,-109.266413627,0.3699,3.1397,18.569000000000003,26.3567,341.10400000000004,255.7276,237.4052,199.3554,0.0,1082.0275,5.2076083105017466
3kba,7.3458216661,-3.1004475601999997,-0.0115084581,5.0,27.0,4.0,13.0,-0.0045843125,-0.7817756467,4.0,-58.9085183136,0.0,0.0,0.0,0.0,92.1189,181.2731,77.5004,130.0547,58.7042,539.6513,7.795880017344076
3wff,8.0027573148,-14.8499671487,-0.12346103679999999,2.0,25.0,2.0,12.0,-0.029640330899999998,-2.3657032923,2.0,-52.939926811099994,0.0,0.0,0.0,13.7482,60.7783,226.9835,6.4008,131.4633,0.0,439.3741,6.180456064458133
5ai5,5.6242252824,3.4822731146,-0.2315407883,2.0,16.0,2.0,10.0,-0.0652366006,-3.5726830919999997,2.0,-35.1413371973,0.0,14.5732,27.3472,39.0577,47.6819,87.9099,389.6347,61.6492,0.0,667.8538,7.031517051446066
5j4n,2.9188574408999997,-10.7434720394,0.1909054423,4.5,9.0,4.5,2.0,0.0270951206,-4.2493496217,5.0,-58.022711780200005,133.0051,0.0,10.0339,8.0607,54.5683,20.3693,60.6227,92.7676,0.0,379.4276,4.251811972993798
3u1y,6.8209655617,-10.7223108529,-0.14903783310000002,11.5,34.0,10.5,15.0,-0.0498479804,-6.085986577000001,12.0,-76.8696566463,16.0099,6.1628,53.7561,23.9228,175.2996,257.9673,235.2603,240.4282,0.0,1008.807,8.671620396561263
5q15,8.8421926104,1.5477005744999999,-0.0470240439,7.0,36.0,5.0,21.0,-0.0079510316,-0.7815482648000001,6.0,-30.332298031100002,0.0,0.0,0.0,0.4795,31.1711,244.1526,275.2818,72.4045,0.0,623.4895,8.050609993355089
5ov9,2.6445835252000003,-4.2988822014,0.0042835816,6.0,28.0,5.0,16.0,0.0037481339,-0.0,4.0,-21.8646620892,0.0,6.8477,30.2352,0.0,88.2271,161.7852,60.9356,195.6958,0.0,543.7266,5.657577319177793
3v49,8.3738079011,-13.818335468399999,-0.1364731494,5.0,28.0,5.0,14.0,-0.023765076,-2.1035906408000002,6.0,-56.1144641962,0.0,0.0,73.1982,0.0,33.1924,201.4239,42.5207,145.5348,0.0,495.87,8.017728766960431
1g2m,6.9616342739,-24.4894120448,-0.5410662334,6.5,32.0,6.5,14.0,-0.1289108675,-3.8922940246,10.0,-71.6377311555,36.1114,6.8648,74.9754,10.7109,78.7253,398.18,87.9181,156.6455,0.0,850.1314,7.397940008672037
3owb,7.3165847547,-14.739012116400001,-0.43992529729999996,6.0,27.0,6.0,11.0,-0.0939233945,-4.572921400299999,4.0,-103.828465465,0.0,9.4256,49.7555,34.7866,183.7651,195.1628,144.0412,174.6564,64.0615,855.6547,7.721246399047171
3fei,4.4321646693,-13.473265097899999,-0.23157012789999998,9.0,29.0,8.0,14.0,-0.0795543254,-2.4534066916,8.0,-72.4425163835,0.0021,51.7629,65.5613,4.0195,112.0205,278.0204,385.3267,193.2769,55.7516,1145.7419,7.698970004336019
3hlo,6.102952200700001,-23.1533966843,-0.5079124854,29.5,54.0,23.5,18.0,-0.10572524859999999,-12.9400031981,18.0,-177.39603815,89.5816,62.4337,19.5423,105.8512,379.1817,4.261,748.0538,194.9042,0.0,1603.8095,6.214670164989233
2bba,4.3573780288999995,1.5891720991,-0.3834759069,45.5,115.0,37.5,38.0,-0.0765396815,-9.322115117400001,30.0,-159.295610066,54.9957,54.6789,43.0921,70.9081,817.7487,213.3936,677.7556,240.5158,0.0,2173.0885,7.154901959985742
4itj,7.3101520474,-9.4425908499,-0.08573031119999999,3.0,21.0,3.0,9.0,-0.013283503899999998,-1.3502010571,3.0,-38.4942300108,0.0,0.0,0.0,9.8993,7.3628,268.6897,3.5907,56.4375,110.6533,456.6333,6.423428315934709
1rm8,4.8595399527,-3.5381063734,-0.2920830529,12.5,32.0,9.5,15.0,-0.0800751033,-7.72731715,8.0,-81.0879943108,0.0,10.5824,30.7507,45.0893,205.1958,176.6828,238.8722,106.28399999999999,0.0,813.4572,9.0
4hs6,3.7676814085,-10.5925418021,-0.7855311155,45.5,99.0,35.5,26.0,-0.14874443710000002,-9.3920900634,28.0,-155.744667618,9.5525,8.2334,121.4653,107.2467,481.8235,301.1707,310.8635,134.4313,0.0,1474.7869,7.522878745280337
2b8l,8.8607499074,-20.0013847771,-0.2862151329,13.5,41.0,12.5,21.0,-0.0524151954,-7.7933165802,12.0,-132.54017602,23.3428,18.4929,69.4129,35.4088,250.9461,368.9793,267.1557,236.3413,0.0,1270.0798,7.823908740944319
4jaz,4.6657812343,-3.8948685745,-0.2591933613,4.5,17.0,4.5,11.0,-0.044141428200000006,-3.4651241184,8.0,-30.604554849299998,6.5309,0.4294,73.8638,6.7167,79.5551,290.3213,241.3693,58.0544,0.0,756.8409,5.037630664329979
5wg3,7.754324251799999,-24.9147115515,-0.0157186907,7.0,33.0,7.0,14.0,-0.0079730363,-4.3544293991,8.0,-75.0199488992,18.7921,48.4762,8.1891,95.814,134.2044,292.9054,291.7007,189.0632,27.791999999999998,1106.9371,8.096910013008056
2x9e,6.1471156336,-22.475263174600002,0.3023152384,10.0,49.0,10.0,22.0,0.0507355033,-1.7599139013,8.0,-54.556076672399996,30.0587,8.5771,32.7851,35.3777,81.0305,263.3125,378.51199999999994,188.618,9.7058,1027.9774,6.739928612014924
4x47,4.7123505144,-28.9534761942,-1.4021101444,7.0,20.0,7.0,2.0,-0.2789022376,-10.9200817616,8.0,-98.9104296845,23.5208,76.8903,109.2598,6.9832,73.6637,12.8469,120.9097,134.738,0.0,558.8124,2.8507808873446203
5td2,6.3841796016,-20.9731049942,-0.060080165899999996,6.0,35.0,6.0,4.0,-0.0096233888,-1.8410819047,6.0,-113.30751076799999,9.3026,6.0025,0.0,34.5627,212.3891,213.5314,124.4185,338.8194,0.0,939.0262,8.657577319177793
4tv3,5.9873981861,-12.4418387948,0.047390788899999994,7.0,31.0,7.0,11.0,0.0055525193,-3.2119673798000004,10.0,-62.4336345791,42.4863,15.7695,64.7043,32.6312,62.2962,176.6166,293.6504,148.1978,0.0,836.3523,8.721246399047171
4egh,5.3745672911,-10.8802385848,-0.0707157709,1.5,15.0,1.5,5.0,-0.0178898211,-2.5913174814,2.0,-48.052162163199995,15.2986,2.7078,30.1856,4.4398,89.6806,136.9549,62.7712,179.5846,0.0,521.6231,3.2596373105057563
4qq5,5.4840333387,-27.787923909699998,0.1170796738,10.5,47.0,10.5,15.0,0.0192981219,-3.5787857288,8.0,-78.1624914505,11.7231,20.1308,24.1984,38.0367,125.8527,391.6555,293.0213,285.2201,0.0,1189.8386,6.31695296176115
4zk5,8.48207836,-17.3724392587,-0.2211325652,4.5,30.0,4.5,13.0,-0.0364251134,-2.2083916919999997,6.0,-61.4747797766,30.0343,5.117,13.0595,28.8847,144.006,320.3879,249.7412,143.8262,15.6797,950.7365,8.431798275933005
4lp6,2.4139962739,-1.5098084811,-0.2117218885,24.5,91.0,24.5,36.0,-0.046312558600000005,-2.5700389365,26.0,-48.9998679177,0.0,0.0,60.1207,15.7674,134.3284,259.1251,99.7576,81.4893,0.0,650.5885,8.270835210307231
2wtd,7.0515894875,-14.219950583,-0.204056918,3.5,25.0,3.5,13.0,-0.0448675833,-2.3229481602,4.0,-54.2456270299,4.0675,8.4848,43.5366,29.1638,95.7829,231.1463,202.11900000000003,106.1421,0.0,720.443,6.6777807052660805
1t4e,5.9375061963,-5.2222874322,-0.1529693395,4.0,32.0,3.0,17.0,-0.0340486058,-1.4113227788,4.0,-27.858588336300002,7.0771,16.6957,20.6922,5.7692,55.512,293.2926,159.8933,70.2151,127.0518,756.199,7.096910013008057
3t5i,2.4362650303,-12.1521102448,-0.2211545699,11.0,20.0,9.0,0.0,-0.051395644299999994,-3.4493760881,8.0,-56.8687926471,27.5048,49.8407,109.7158,4.213,128.6315,21.2822,99.0844,240.3592,0.0,680.6316,6.823908740944319
4b5b,7.3189319227,-16.386753392,-0.15065884599999999,5.5,28.0,5.5,12.0,-0.029816368500000003,-2.8561440459,6.0,-64.1830082291,16.9173,0.0,24.8567,29.7856,175.2879,260.9687,224.715,165.7297,0.0,898.2609,6.412289034981089
6fiv,4.886165639700001,-11.949799033,-0.48998598979999997,12.5,33.0,10.5,17.0,-0.1221700944,-5.0302890898,12.0,-70.2510389709,9.0024,29.8719,26.0095,43.3901,165.0687,182.8196,343.3661,128.3789,0.0,927.9072,8.080921907623924
4huo,6.3015739578,-25.7489537379,-0.2179785582,7.5,30.0,6.5,7.0,-0.0350534871,-6.5006504787,10.0,-123.491007201,29.4723,18.8991,59.0853,33.8509,235.7981,223.0303,71.0161,125.2074,0.0,796.3595,4.698970004336019
5uwk,7.5446267957,-11.7350111563,-0.5332692347,9.0,35.0,8.0,18.0,-0.1397445148,-4.8989650402,10.0,-96.7531109012,0.0,51.6489,30.2798,25.6095,272.0574,268.9577,282.0734,109.0385,0.0,1039.6652,8.638272163982407
3p78,8.697504373,-7.996581329,-0.0993658903,4.0,33.0,4.0,15.0,-0.022334770499999997,-2.2156239034,4.0,-53.3327547155,8.763,28.83,0.0,24.764,98.6153,265.9918,412.9689,202.5661,0.0,1042.4991,6.9586073148417755
5mmp,6.4743915367,-17.5505526354,-0.3398112472,5.0,29.0,5.0,12.0,-0.0745152491,-3.008482584,4.0,-103.48398188600001,39.3954,12.6957,4.9279,32.8575,143.4793,270.8625,199.2721,100.5053,0.0,803.9957,7.522878745280337
4os4,7.5585924452999995,-45.2986773777,-0.9857665506000001,24.5,104.0,23.5,18.0,-0.20575861480000002,-22.040340279099997,8.0,-316.402383284,195.7898,49.0292,40.692,166.4333,649.7814,105.1535,239.7407,287.1367,0.0,1733.7566,4.866461091629782
1gqs,2.8796964098,-7.598288924099999,0.0474641379,2.5,12.0,2.5,6.0,0.0044669541,-0.7153654621,4.0,-30.1616809222,4.3653,7.7497,52.4592,8.0351,32.426,233.0312,45.2511,139.1859,0.0,522.5035,6.301029995663981
1nfs,2.2696674465999997,-33.7132101626,-0.4996680578,6.0,14.0,6.0,0.0,-0.0967840055,-6.9346638465999995,8.0,-142.025866742,5.4393,138.1885,0.0,0.0,20.5625,0.1193,1.1889,168.4884,0.0,333.9869,9.920818753952377
2x8i,7.0906698347,-9.5015267714,-0.2814694526,1.5,22.0,1.5,13.0,-0.0595373833,-2.4418248845,2.0,-34.0950650566,0.0,2.6001,28.1278,54.0257,136.2536,262.7814,166.8171,37.996,0.0,688.6017,6.721246399047171
3d1g,3.5490280395,-9.489490200499999,-0.2994913019,6.5,24.0,6.5,6.0,-0.0612977593,-3.4630116672000004,8.0,-75.1185226203,17.8641,49.0421,7.5131,2.9173,219.3321,86.7571,126.9576,148.9442,11.839,671.1666,5.0
3bmq,4.3938471517,-2.7048323938,0.007408249,4.0,16.0,4.0,7.0,-0.00660141,-1.7818965966,6.0,-30.9230215375,7.843,3.2475,83.9315,4.282,92.0743,203.4341,36.8066,52.0377,0.0,483.6567,5.494850021680094
2qrm,7.6914641588,-30.6592511986,-1.5473998436,5.0,24.0,5.0,6.0,-0.2983177179,-8.035757029900001,4.0,-121.51370153399999,0.0,0.0,100.7341,0.0,103.3437,118.4689,22.7847,105.9103,0.0,451.2417,4.033858267260968
4ay5,5.2766317063,-42.2511804606,-1.2193317713,7.0,25.0,7.0,1.0,-0.2635136174,-10.4775305701,10.0,-116.618829368,30.926,115.4781,76.5978,41.1802,73.2903,128.7374,73.0589,90.9625,0.0,630.2312,6.267606240177032
4no9,-3.0843107801999996,-17.688991538,-0.482122977,18.0,38.0,15.0,20.0,-0.0837425533,-5.308619205199999,12.0,-69.6760928344,33.0189,16.3248,96.5564,55.5518,118.7737,64.7528,469.2468,139.0683,0.0,993.2935,7.823908740944319
4xtt,11.722021048399998,-62.3673124133,-0.9313415926,4.0,44.0,4.0,0.0,-0.1881695246,-11.1070703673,4.0,-206.80831967400002,63.9278,105.7821,130.2466,29.1451,168.1001,66.1464,211.6057,255.0532,0.0,1030.007,7.365522729839268
2vwx,7.0929803282,-15.3052663964,-0.0051050904,5.5,28.0,5.5,8.0,0.0056772126,-3.0230717001,8.0,-87.773667642,3.4079,2.7421,68.2596,6.7949,201.6059,282.5262,132.3741,103.5653,59.3089,860.5849,7.397940008672037
1juf,7.7669182751,-28.084847996599997,-1.1468042801,31.0,73.0,24.0,27.0,-0.2675478124,-17.1729666532,24.0,-210.99211729400002,63.5865,71.4765,141.7877,89.7374,430.2838,340.2598,534.8293,285.6181,0.0,1957.5791,5.853871964321763
1you,5.0482009156,-24.5602084996,-0.2832958427,8.0,29.0,8.0,11.0,-0.052671916900000004,-2.2357728737,8.0,-83.617713302,0.0,13.7633,4.2691,24.3132,89.1187,279.0491,118.3226,134.0854,20.477,683.3984,9.060480747381384
5ofu,5.3201716727,-37.7512193106,-1.0971690118000001,5.0,23.0,5.0,0.0,-0.21745778030000001,-7.0359954900999995,6.0,-119.085182158,27.1626,88.1639,96.0027,7.662999999999999,59.6959,67.6038,44.8294,176.636,0.0,567.7573,4.195179321278838
1fwu,3.1207358936,-20.269570725799998,-0.7812915433,13.0,40.0,13.0,2.0,-0.17442392199999998,-6.5434496202,8.0,-75.5510910129,0.1975,94.6648,58.3274,20.8635,107.7843,49.4125,17.2642,119.8969,0.0,468.4111,3.6989700043360183
4lge,7.8867632062,-6.5470510561,0.1960472072,7.0,39.0,6.0,16.0,0.049341872300000006,-4.8394863361,8.0,-107.260699891,34.4595,16.1058,4.1807,21.5377,325.0989,174.3389,321.4119,236.1448,0.0,1133.2782,8.455931955649724
1sz0,2.8939627903,-19.115754281300003,-0.9321631014,5.0,16.0,5.0,0.0,-0.2180152327,-8.6266712437,6.0,-76.4627824084,32.5305,87.0916,103.27600000000001,24.7142,40.0272,7.0508,0.2526,110.1655,0.0,405.1084,9.0
4c71,3.9958701475,1.9369050383000002,-0.0374666692,7.5,20.0,7.5,10.0,-0.0100194734,-1.6586115974000002,7.0,-48.6290373784,0.0,0.0308,21.7738,14.0368,184.9647,55.604,318.3111,87.156,0.0,681.8772,3.4156687756324686
1rth,5.9078145211,-16.4895813551,-0.4572283264,2.0,22.0,2.0,7.0,-0.0750800364,-0.0,2.0,-25.8896591246,0.0,0.0604,5.5403,4.2171,121.9736,269.5409,228.3198,104.67299999999999,0.0,734.3251,6.3979400086720375
3qbn,3.8988954346,-16.1815522296,0.1383655536,8.0,23.0,8.0,7.0,0.0238237552,-1.6226559176,10.0,-35.5983601465,33.5439,0.0,18.2566,7.3384,46.1153,166.7253,192.8146,117.464,56.9905,639.2486,8.229147988357855
6eo0,6.8261146615,-77.0160685852,-1.2694951524,31.0,80.0,29.0,19.0,-0.2869119484,-12.9546509934,20.0,-253.687653332,37.6028,154.3536,136.606,72.8766,267.6035,244.9056,438.8576,479.2556,0.0,1832.0613,6.431798275933005
1c8v,5.1826496326,-17.754184129200002,-1.0787070685,6.5,16.0,6.5,6.0,-0.2254968307,-4.5182103812,10.0,-65.30485184449999,0.0,95.0912,21.3051,0.0,25.7632,142.2896,40.7934,64.7689,0.0,390.0114,6.3260580013659125
4r95,7.553714736799999,-1.1165624874,0.2479856341,7.0,34.0,7.0,21.0,0.037664711499999996,-4.6559598032,8.0,-72.0676149747,15.9301,17.2617,69.8971,1.2921,209.1063,158.5427,441.615,108.5305,0.0,1022.1755,7.853871964321763
